¦¸¼Æ,flows
Our
100,flows
1,19
2,20
3,18
4,22
5,20
6,21
7,18
8,23
9,20
10,18
11,24
12,21
13,17
14,21
15,20
16,20
17,18
18,20
19,20
20,20
21,20
22,20
23,17
24,21
25,18
26,18
27,17
28,23
29,20
30,18
31,21
32,21
33,19
34,19
35,20
36,17
37,18
38,21
39,21
40,22
41,19
42,19
43,19
44,23
45,17
46,22
47,18
48,20
49,18
50,19
51,24
52,18
53,20
54,18
55,18
56,19
57,17
58,20
59,19
60,21
61,17
62,19
63,19
64,17
65,20
66,15
67,18
68,19
69,23
70,18
71,20
72,21
73,21
74,18
75,18
76,19
77,19
78,22
79,17
80,23
81,20
82,19
83,21
84,17
85,22
86,18
87,18
88,21
89,20
90,20
91,18
92,18
93,16
94,18
95,22
96,22
97,16
98,22
99,20
100,19
140,flows
1,23
2,22
3,21
4,22
5,24
6,23
7,21
8,19
9,21
10,19
11,22
12,21
13,23
14,19
15,21
16,21
17,21
18,20
19,23
20,23
21,22
22,19
23,20
24,23
25,21
26,22
27,21
28,21
29,21
30,21
31,19
32,23
33,24
34,21
35,22
36,22
37,20
38,19
39,21
40,22
41,19
42,19
43,23
44,20
45,22
46,21
47,21
48,20
49,20
50,24
51,19
52,22
53,23
54,22
55,21
56,22
57,20
58,22
59,21
60,21
61,21
62,24
63,23
64,18
65,24
66,21
67,22
68,21
69,22
70,19
71,23
72,22
73,22
74,21
75,23
76,22
77,22
78,20
79,21
80,24
81,22
82,19
83,21
84,21
85,21
86,22
87,21
88,23
89,20
90,21
91,21
92,23
93,20
94,20
95,19
96,20
97,23
98,21
99,20
100,18
180,flows
1,23
2,24
3,21
4,24
5,25
6,23
7,24
8,21
9,23
10,18
11,26
12,21
13,18
14,23
15,23
16,22
17,23
18,20
19,23
20,19
21,27
22,20
23,22
24,22
25,25
26,26
27,22
28,22
29,21
30,20
31,22
32,25
33,26
34,25
35,24
36,24
37,26
38,19
39,22
40,25
41,18
42,27
43,20
44,22
45,19
46,23
47,21
48,22
49,22
50,22
51,21
52,25
53,23
54,20
55,25
56,20
57,23
58,23
59,24
60,21
61,22
62,22
63,23
64,25
65,22
66,22
67,19
68,22
69,25
70,25
71,24
72,20
73,22
74,20
75,23
76,23
77,22
78,23
79,22
80,26
81,21
82,25
83,22
84,22
85,26
86,26
87,24
88,24
89,24
90,18
91,21
92,24
93,25
94,24
95,20
96,23
97,23
98,22
99,24
100,23
220,flows
1,19
2,22
3,24
4,25
5,22
6,24
7,25
8,22
9,25
10,25
11,27
12,24
13,21
14,29
15,23
16,22
17,25
18,25
19,27
20,24
21,25
22,24
23,24
24,21
25,25
26,26
27,22
28,23
29,23
30,28
31,25
32,21
33,24
34,23
35,22
36,29
37,24
38,22
39,24
40,23
41,21
42,25
43,27
44,26
45,22
46,23
47,24
48,28
49,24
50,23
51,24
52,24
53,23
54,22
55,24
56,24
57,22
58,20
59,21
60,24
61,22
62,26
63,23
64,23
65,22
66,25
67,23
68,25
69,28
70,26
71,23
72,26
73,24
74,26
75,27
76,25
77,23
78,26
79,25
80,23
81,20
82,24
83,26
84,23
85,21
86,23
87,27
88,26
89,32
90,24
91,24
92,25
93,23
94,21
95,23
96,26
97,25
98,26
99,22
100,23
260,flows
1,24
2,22
3,27
4,26
5,27
6,22
7,22
8,26
9,25
10,25
11,22
12,26
13,25
14,24
15,24
16,31
17,26
18,27
19,24
20,30
21,24
22,24
23,25
24,22
25,27
26,23
27,25
28,29
29,24
30,20
31,23
32,24
33,24
34,24
35,24
36,27
37,28
38,24
39,24
