¦¸¼Æ,flows
NCB
100,flows
1,23
2,25
3,21
4,21
5,21
6,20
7,19
8,22
9,21
10,23
11,23
12,21
13,21
14,22
15,19
16,21
17,23
18,22
19,19
20,20
21,21
22,21
23,21
24,20
25,19
26,23
27,21
28,25
29,20
30,20
31,23
32,22
33,21
34,22
35,22
36,22
37,22
38,22
39,23
40,20
41,18
42,23
43,23
44,22
45,23
46,19
47,23
48,22
49,22
50,21
51,23
52,23
53,19
54,23
55,22
56,21
57,22
58,21
59,22
60,22
61,21
62,22
63,20
64,21
65,21
66,22
67,20
68,21
69,23
70,23
71,22
72,24
73,21
74,22
75,22
76,22
77,21
78,21
79,21
80,23
81,23
82,22
83,23
84,23
85,23
86,19
87,21
88,19
89,22
90,24
91,20
92,22
93,22
94,23
95,21
96,22
97,21
98,23
99,24
100,20
140,flows
1,26
2,24
3,25
4,25
5,25
6,22
7,24
8,26
9,22
10,26
11,28
12,26
13,25
14,25
15,21
16,24
17,26
18,24
19,23
20,25
21,22
22,25
23,23
24,25
25,25
26,23
27,24
28,25
29,27
30,24
31,24
32,21
33,22
34,26
35,24
36,25
37,25
38,24
39,24
40,25
41,22
42,26
43,24
44,24
45,23
46,25
47,24
48,24
49,24
50,27
51,23
52,24
53,24
54,25
55,26
56,25
57,23
58,23
59,25
60,24
61,26
62,23
63,23
64,23
65,25
66,22
67,27
68,25
69,21
70,25
71,25
72,24
73,23
74,22
75,24
76,25
77,28
78,23
79,22
80,25
81,24
82,26
83,24
84,25
85,23
86,24
87,24
88,24
89,27
90,22
91,22
92,23
93,24
94,24
95,23
96,26
97,22
98,27
99,24
100,26
180,flows
1,24
2,26
3,25
4,27
5,26
6,26
7,25
8,25
9,26
10,27
11,23
12,25
13,26
14,27
15,27
16,28
17,28
18,27
19,25
20,27
21,26
22,25
23,28
24,27
25,25
26,26
27,26
28,27
29,26
30,27
31,25
32,22
33,25
34,27
35,29
36,21
37,26
38,26
39,25
40,26
41,25
42,25
43,21
44,23
45,29
46,25
47,25
48,29
49,25
50,25
51,27
52,29
53,24
54,27
55,26
56,28
57,26
58,27
59,25
60,27
61,25
62,27
63,27
64,25
65,26
66,27
67,25
68,23
69,28
70,27
71,28
72,28
73,25
74,29
75,26
76,26
77,24
78,26
79,26
80,26
81,27
82,21
83,25
84,25
85,24
86,26
87,26
88,24
89,28
90,27
91,26
92,27
93,25
94,26
95,27
96,26
97,26
98,26
99,23
100,23
220,flows
1,28
2,26
3,23
4,27
5,27
6,31
7,29
8,26
9,31
10,27
11,29
12,29
13,28
14,28
15,28
16,27
17,28
18,30
19,24
20,28
21,27
22,24
23,27
24,27
25,29
26,27
27,31
28,29
29,22
30,30
31,28
32,30
33,25
34,26
35,28
36,28
37,29
38,27
39,26
40,30
41,27
42,27
43,24
44,30
45,27
46,26
47,26
48,29
49,28
50,29
51,27
52,28
53,29
54,31
55,24
56,26
57,28
58,28
59,28
60,27
61,26
62,25
63,27
64,28
65,28
66,25
67,31
68,25
69,26
70,29
71,29
72,28
73,28
74,30
75,26
76,26
77,24
78,28
79,29
80,24
81,27
82,30
83,25
84,25
85,29
86,24
87,27
88,28
89,28
90,27
91,28
92,26
93,26
94,24
95,27
96,26
97,26
98,28
99,26
100,25
260,flows
1,24
2,22
3,30
4,28
5,24
6,28
7,28
8,28
9,31
10,27
11,30
12,30
13,27
14,29
15,28
16,18
17,32
18,23
19,30
20,31
21,29
22,30
23,27
24,29
25,30
26,31
27,31
28,28
29,28
30,31
31,27
32,28
33,26
34,28
35,31
36,28
37,28
38,27
39,26
40,27
41,26
42,26
43,28
44,28
45,28
46,27
47,26
48,29
49,28
50,28
51,29
52,29
53,28
54,29
55,34
56,30
57,29
58,30
59,27
60,27
61,29
62,28
63,29
64,27
65,28
66,22
67,29
68,29
69,31
70,26
71,29
72,27
73,27
74,27
75,27
76,29
77,26
78,28
79,29
80,29
81,28
82,29
83,30
84,31
85,28
86,31
87,31
88,27
89,28
90,30
91,27
92,33
93,28
94,27
95,29
96,29
97,32
98,31
99,29
100,30
PB
100,flows
1,17
2,20
3,18
4,14
5,16
6,19
7,14
8,16
9,16
10,17
11,16
12,17
13,17
14,18
15,15
16,15
17,15
18,12
19,15
20,19
21,17
22,16
23,15
24,20
25,13
26,15
27,15
28,16
29,13
30,15
31,17
32,14
33,17
34,17
35,14
36,15
37,17
38,17
39,16
40,14
41,16
42,18
43,16
44,20
45,18
46,16
47,17
48,20
49,14
50,14
51,17
52,17
53,18
54,20
55,16
56,13
57,17
58,19
59,16
60,16
61,15
62,15
63,16
64,15
65,13
66,17
67,16
68,12
69,16
70,16
71,14
72,14
73,15
74,16
75,20
76,16
77,15
78,16
79,17
80,20
81,17
82,15
83,14
84,16
85,17
86,13
87,18
88,15
89,13
90,18
91,16
92,14
93,16
94,18
95,17
96,18
97,17
98,16
99,16
100,17
140,flows
1,19
2,18
3,16
4,15
5,18
6,14
7,18
8,15
9,15
10,18
11,17
12,16
13,16
14,20
15,15
16,15
17,17
18,19
19,18
20,18
21,20
22,17
23,15
24,19
25,21
26,17
27,20
28,19
29,17
30,17
31,17
32,16
33,15
34,15
35,18
36,18
37,20
38,16
39,18
40,16
41,17
42,15
43,17
44,15
45,17
46,18
47,18
48,16
49,17
50,21
51,16
52,16
53,17
54,15
55,17
56,16
57,16
58,15
59,17
60,17
61,17
62,18
63,18
64,16
65,18
66,17
67,17
68,15
69,17
70,15
71,18
72,18
73,16
74,19
75,17
76,16
77,16
78,19
79,16
80,17
81,15
82,19
83,19
84,16
85,15
86,15
87,15
88,20
89,16
90,19
91,15
92,16
93,19
94,16
95,17
96,15
97,18
98,16
99,15
100,14
180,flows
1,15
2,18
3,16
4,17
5,15
6,17
7,15
8,20
9,17
10,17
11,16
12,15
13,19
14,14
15,19
16,18
17,17
18,17
19,18
20,21
21,19
22,18
23,21
24,19
25,19
26,20
27,18
28,17
29,21
30,17
31,17
32,18
33,16
34,14
35,14
36,15
37,15
38,23
39,18
40,20
41,19
42,18
43,15
44,16
45,15
46,12
47,19
48,18
49,15
50,18
51,17
52,17
53,14
54,17
55,19
56,17
57,20
58,19
59,18
60,16
61,16
62,18
63,19
64,20
65,16
66,18
67,15
68,19
69,17
70,18
71,20
72,20
73,18
74,17
75,18
76,18
77,16
78,17
79,17
80,21
81,17
