¦¸¼Æ,flows
NCB
100,flows
82,22
83,14
84,14
85,16
86,18
87,17
88,19
89,19
90,18
91,18
92,15
93,21
94,18
95,17
96,20
97,16
98,18
99,20
100,22
220,flows
1,15
2,18
3,16
4,19
5,18
6,19
7,16
8,17
9,17
10,18
11,23
12,15
13,17
14,20
15,17
16,20
17,17
18,16
19,17
20,18
21,19
22,20
23,19
24,17
25,18
26,17
27,15
28,16
29,17
30,17
31,20
32,19
33,19
34,16
35,15
36,19
37,17
38,14
39,22
40,18
41,18
42,16
43,17
44,16
45,17
46,18
47,16
48,22
49,17
50,17
51,19
52,14
53,15
54,16
55,17
56,17
57,15
58,17
59,15
60,18
61,20
62,19
63,18
64,19
65,21
66,17
67,21
68,20
69,16
70,20
71,17
72,19
73,17
74,23
75,16
76,18
77,17
78,20
79,18
80,18
81,19
82,17
83,22
84,15
85,20
86,17
87,18
88,18
89,17
90,19
91,21
92,19
93,21
94,21
95,17
96,21
97,15
98,20
99,17
100,16
260,flows
1,18
2,21
3,18
4,20
5,19
6,18
7,14
8,18
9,14
10,15
11,17
12,18
13,17
14,21
15,19
16,18
17,15
18,14
19,15
20,18
21,19
22,20
23,17
24,18
25,18
26,17
27,17
28,21
29,17
30,18
31,20
32,20
33,19
34,18
35,19
36,17
37,17
38,17
39,19
40,21
41,20
42,14
43,18
44,19
45,15
46,19
47,22
48,20
49,14
50,19
51,17
52,14
53,18
54,19
55,17
56,18
57,18
58,19
59,17
60,17
61,19
62,19
63,22
64,19
65,19
66,18
67,19
68,22
69,19
70,17
71,15
72,18
73,21
74,17
75,17
76,19
77,20
78,19
79,18
80,20
81,16
82,18
83,16
84,18
85,18
86,19
87,17
88,15
89,16
90,14
91,16
92,22
93,16
94,16
95,17
96,15
97,22
98,19
99,18
100,16
STB
100,flows
1,16
2,21
3,19
4,21
5,14
6,20
7,17
8,19
9,17
10,18
11,15
12,21
13,18
14,22
15,15
16,18
17,19
18,18
19,19
20,21
21,16
22,19
23,18
24,19
25,16
26,16
27,19
28,19
29,17
30,16
31,20
32,20
33,16
34,18
35,19
36,17
37,18
38,16
39,16
40,22
41,21
42,18
43,20
44,15
45,18
46,19
47,17
48,17
49,17
50,20
51,22
52,14
53,20
54,14
55,17
56,20
57,20
58,19
59,21
60,23
61,20
62,20
63,17
64,19
65,22
66,14
67,17
68,19
69,24
70,21
71,17
72,19
73,16
74,22
75,19
76,19
77,16
78,17
79,18
80,18
81,20
82,20
83,19
84,23
85,19
86,18
87,20
88,20
89,17
90,21
91,18
92,22
93,18
94,16
95,15
96,20
97,19
98,18
99,16
100,18
140,flows
1,21
2,20
3,23
4,21
5,20
6,19
7,19
8,19
9,17
10,18
11,21
12,22
13,14
14,21
15,19
16,17
17,21
18,21
19,18
20,19
21,20
22,22
23,19
24,21
25,24
26,16
27,20
28,18
29,16
30,21
31,21
32,24
33,18
34,22
35,21
36,17
37,18
38,15
39,21
40,19
41,22
42,23
43,20
44,19
45,22
46,21
47,23
48,21
49,19
50,18
51,23
52,20
53,19
54,18
55,21
56,18
57,18
58,18
59,20
60,20
61,18
62,24
63,20
64,21
65,18
66,21
67,21
68,21
69,20
70,18
71,21
72,20
73,23
74,19
75,20
76,21
77,19
78,21
79,22
80,22
81,20
82,23
83,18
84,19
85,21
86,20
87,17
88,19
89,16
90,19
91,20
92,17
93,21
94,19
95,20
96,18
97,21
98,18
99,19
100,17
180,flows
1,20
2,22
3,20
4,21
5,21
6,17
7,24
8,23
9,20
10,21
11,18
12,23
13,18
14,23
15,21
16,22
17,22
18,22
19,22
20,22
21,20
22,17
23,18
24,18
25,16
26,21
27,18
28,21
29,22
30,23
31,23
32,25
33,21
34,22
35,19
36,21
37,21
38,21
39,26
40,20
41,19
42,21
43,20
44,22
45,21
46,23
47,17
48,22
49,25
50,24
51,19
52,21
53,19
54,18
55,17
56,19
57,20
58,20
59,19
60,23
61,22
62,25
63,19
64,16
65,19
66,20
67,15
68,21
69,20
70,26
71,22
72,22
73,21
74,24
75,21
76,19
77,18
78,25
79,23
80,18
81,20
82,18
83,17
84,22
85,22
86,20
87,18
88,18
89,23
90,21
91,19
92,24
93,18
94,24
95,22
96,23
97,20
98,20
99,20
100,22
220,flows
1,18
2,21
3,22
4,19
5,24
6,22
7,24
8,22
9,24
10,24
11,26
12,20
13,22
14,25
15,22
16,25
17,21
18,21
19,20
20,18
21,20
22,24
23,20
24,22
25,22
26,21
27,20
28,17
29,22
30,18
31,24
32,22
33,20
34,21
35,24
36,24
37,21
38,24
39,21
40,15
41,22
42,21
43,17
44,25
45,21
46,21
47,23
48,24
49,20
50,23
51,18
52,19
53,21
54,19
55,20
56,21
57,23
58,21
59,19
60,23
61,22
62,27
63,20
64,21
65,21
66,24
67,25
68,16
69,18
70,24
71,21
72,24
73,25
74,21
75,23
76,21
77,22
78,26
79,19
80,19
81,21
82,20
83,19
84,22
85,23
86,19
87,21
88,23
89,23
90,16
91,22
92,20
93,20
94,21
95,22
96,19
97,21
98,21
99,17
100,19
260,flows
1,20
2,23
3,24
4,24
5,23
6,17
7,23
8,26
9,19
10,16
11,19
12,20
13,16
14,20
15,18
16,21
17,18
18,25
19,26
20,19
21,25
22,24
23,23
24,19
25,27
26,24
27,23
28,21
29,22
30,20
31,24
32,26
33,19
34,24
35,19
36,20
37,22
38,19
39,24
40,26
41,21
42,19
43,21
44,21
45,21
46,24
47,24
48,24
49,24
50,27
51,26
52,24
53,23
54,24
55,20
56,24
57,25
58,26
59,20
60,20
61,20
62,24
63,22
64,24
65,22
66,27
67,22
68,25
69,22
70,17
71,24
72,23
73,21
74,20
75,22
76,20
77,19
78,23
79,20
80,26
81,20
82,22
83,22
84,25
85,20
86,23
87,19
88,22
89,24
90,18
91,17
92,23
93,22
94,19
95,24
96,25
97,25
98,19
99,21
100,22
JDPS
100,flows
1,13
2,21
3,18
4,18
5,17
6,20
7,18
8,21
9,19
10,18
11,18
12,21
13,18
14,21
15,17
16,17
17,20
18,18
19,19
20,23
21,17
22,19
23,20
24,22
25,18
26,20
27,20
28,16
29,23
30,17
31,16
32,21
33,19
34,17
35,22
36,20
37,21
38,17
39,19
40,19
41,17
42,18
43,20
44,18
45,19
46,20
47,19
48,18
49,21
50,21
51,21
52,19
53,20
54,20
55,17
56,19
57,21
58,20
59,21
60,21
61,21
62,18
63,19
64,21
65,19
66,18
67,17
68,18
69,20
70,18
71,20
72,17
73,18
74,19
75,19
76,19
77,16
78,17
79,15
80,19
81,19
82,19
83,19
84,22
85,15
86,19
87,17
88,18
89,19
90,18
91,20
92,20
93,18
94,18
95,19
96,18
97,17
98,18
99,17
100,19
140,flows
1,24
2,21
3,24
4,20
5,22
6,21
7,21
8,19
9,20
10,19
11,22
12,21
13,22
14,25
15,21
16,18
17,21
18,17
19,24
20,22
21,20
22,22
23,22
24,20
25,22
26,22
27,23
28,20
29,21
30,24
31,20
32,20
33,19
34,20
35,20
36,20
37,22
38,23
39,22
40,23
41,23
42,19
43,20
44,20
45,22
46,19
47,21
48,21
49,18
50,19
51,23
52,21
53,22
54,19
55,20
56,18
57,24
58,20
59,21
60,21
61,18
62,22
63,18
64,23
65,19
66,18
67,24
68,20
69,22
70,24
71,21
72,20
73,19
74,22
75,20
76,26
77,24
78,19
79,19
80,23
81,15
82,19
83,19
84,23
85,24
86,20
87,19
88,18
89,20
90,19
91,21
92,23
93,19
94,22
95,19
96,17
97,20
98,19
99,19
100,21
180,flows
1,22
2,22
3,23
4,20
5,21
6,22
7,21
8,24
9,21
10,21
11,22
12,21
13,21
14,23
15,23
16,19
17,23
18,20
19,24
20,23
21,22
22,22
23,20
24,21
25,22
26,22
27,20
28,21
29,23
30,22
31,19
32,21
33,21
34,22
35,24
36,24
37,21
38,22
39,23
40,23
41,23
42,23
43,25
44,26
45,23
46,22
47,21
48,21
49,24
50,25
51,24
52,22
53,19
54,22
55,26
56,26
57,20
58,17
59,21
60,25
61,23
62,23
63,22
64,22
65,20
66,23
67,25
68,21
69,26
70,26
71,23
72,21
73,21
74,24
75,22
76,21
77,20
78,23
79,26
80,21
81,18
82,20
83,22
84,24
85,20
86,18
87,25
88,23
89,23
90,23
91,19
92,20
93,18
94,23
95,19
96,21
97,19
98,21
99,20
100,23
220,flows
1,22
2,21
3,28
4,21
5,18
6,22
7,23
8,25
9,23
10,23
11,21
12,20
13,25
14,22
15,24
16,22
17,22
18,22
19,27
20,19
21,25
22,24
23,25
24,23
25,22
26,19
27,26
28,23
29,26
30,26
31,25
32,19
33,21
34,20
35,26
36,28
37,22
38,25
39,24
40,24
41,20
42,23
43,21
44,26
45,22
46,25
47,24
48,21
49,24
50,25
51,25
52,25
53,21
54,23
55,19
56,21
57,26
58,24
59,23
60,27
61,23
62,25
63,22
64,22
65,22
66,22
67,27
68,24
69,19
70,25
71,21
72,25
73,25
74,22
75,20
76,22
77,24
78,26
79,22
80,23
81,22
82,27
83,26
84,25
85,24
86,26
87,19
88,21
89,21
90,22
91,21
92,23
93,25
94,21
95,21
96,22
97,23
98,24
99,24
100,27
260,flows
1,22
2,24
3,24
4,22
5,30
6,23
7,27
8,26
9,24
10,25
11,26
12,27
13,23
14,28
15,26
16,21
17,25
18,26
19,25
20,24
21,23
22,23
23,25
24,23
25,27
26,27
27,22
28,23
29,25
30,31
31,23
32,25
33,23
34,25
35,24
36,23
37,26
38,27
39,19
40,23
41,24
42,24
43,20
44,22
45,25
46,25
47,22
48,25
49,24
50,27
51,27
52,24
53,21
54,26
55,21
56,22
57,26
58,27
59,28
60,25
61,26
62,22
63,25
64,26
65,26
66,25
67,23
68,25
69,26
70,25
71,25
72,25
73,22
74,22
75,23
76,24
77,22
78,27
79,19
80,27
81,20
82,22
83,25
84,24
85,28
86,25
87,23
88,23
89,21
90,22
91,25
92,27
93,24
94,25
95,22
96,27
97,28
98,22
99,22
100,27
FS
100,flows
1,15
2,20
3,20
4,19
5,16
6,21
7,18
8,19
9,16
10,15
11,18
12,18
13,19
14,20
15,16
16,16
17,21
18,18
19,16
20,20
21,13
22,19
23,19
24,18
25,16
26,17
27,19
28,19
29,18
30,14
31,19
32,19
33,18
34,17
35,21
36,18
37,20
38,18
39,17
40,18
41,20
42,19
43,20
44,16
45,18
46,19
47,17
48,16
49,17
50,16
51,22
52,17
53,20
54,16
55,19
56,19
57,19
58,17
59,15
60,22
61,18
62,19
63,16
64,17
65,20
66,14
67,17
68,18
69,21
70,21
71,17
72,19
73,17
74,18
75,18
76,19
77,20
78,18
79,16
80,18
81,18
82,21
83,20
84,19
85,19
86,17
87,18
88,21
89,18
90,17
91,18
92,21
93,20
94,18
95,15
96,18
97,20
98,18
99,14
100,17
140,flows
1,19
2,19
3,22
4,16
5,17
6,21
7,17
8,16
9,16
10,19
11,21
12,20
13,16
14,21
15,19
16,20
17,18
18,18
19,19
20,19
21,16
22,17
23,19
24,16
25,21
26,15
27,20
28,17
29,13
30,24
31,22
32,22
33,18
34,20
35,23
36,16
37,18
38,19
39,18
40,20
41,18
42,21
43,17
44,20
45,18
46,22
47,22
48,20
49,18
50,16
51,21
52,19
53,17
54,21
55,23
56,18
57,17
58,21
59,20
60,17
61,14
62,19
63,16
64,20
65,17
66,19
67,16
68,16
69,18
70,19
71,20
72,19
73,20
74,18
75,19
76,15
77,14
78,20
79,22
80,19
81,20
82,22
83,19
84,14
85,19
86,20
87,21
88,18
89,19
90,20
91,19
92,18
93,18
94,20
95,17
96,20
97,20
98,19
99,21
100,17
180,flows
1,17
2,23
3,21
4,22
5,18
6,21
7,23
8,24
9,19
10,22
11,22
12,21
13,17
14,21
15,18
16,17
17,20
18,22
19,19
20,19
21,17
22,21
23,20
24,18
25,19
26,18
27,17
28,18
29,19
30,21
31,22
32,22
33,19
34,19
35,19
36,20
37,19
38,23
39,22
40,23
41,20
42,18
43,20
44,19
45,21
46,21
47,20
48,18
49,22
50,20
51,21
52,18
53,18
54,18
55,18
56,21
57,17
58,17
59,20
60,18
61,17
62,21
63,16
64,14
65,19
66,19
67,18
68,20
69,22
70,22
71,21
72,19
73,20
74,21
75,21
76,21
77,19
78,24
79,18
80,17
81,20
82,24
83,18
84,17
85,18
86,19
87,20
88,20
89,23
90,16
91,22
92,17
93,17
94,21
95,20
96,23
97,21
98,20
99,22
100,20
220,flows
1,18
2,21
3,21
4,19
5,21
6,23
7,22
8,19
9,24
10,22
11,23
12,17
13,18
14,15
15,24
16,21
17,19
18,24
19,15
20,18
21,21
22,21
23,20
24,21
25,22
26,17
27,20
28,24
29,20
30,20
31,19
32,19
33,19
34,21
35,22
36,21
37,19
38,23
39,19
40,19
41,20
42,18
43,18
44,19
45,20
46,20
47,19
48,24
49,19
50,19
51,21
52,22
53,15
54,20
55,16
56,21
57,19
58,22
59,20
60,20
61,20
62,22
63,19
64,26
65,22
66,20
67,18
68,19
69,16
70,21
71,20
72,23
73,24
74,22
75,18
76,20
77,23
78,21
79,23
80,23
81,24
82,16
83,20
84,21
85,23
86,20
87,19
88,20
89,20
90,19
91,21
92,22
93,19
94,20
95,21
96,16
97,20
98,18
99,19
100,21
260,flows
1,22
2,20
3,18
4,26
5,21
6,22
7,15
8,23
9,24
10,17
11,26
12,22
13,16
14,18
15,19
16,21
17,19
18,16
19,17
20,23
21,25
22,24
23,21
24,21
25,22
26,19
27,18
28,20
29,17
30,24
31,22
32,22
33,20
34,21
35,18
36,25
37,22
38,17
39,24
40,21
41,17
42,21
43,18
44,22
45,21
46,24
47,21
48,17
49,20
50,22
51,21
52,24
53,19
54,19
55,19
56,19
57,24
58,23
59,17
60,21
61,21
62,21
63,23
64,24
65,18
66,22
67,24
68,23
69,17
70,20
71,18
72,22
73,21
74,18
75,18
76,18
77,19
78,19
79,20
80,22
81,19
82,24
83,18
84,18
85,18
86,21
87,19
88,21
89,21
90,20
91,20
92,17
93,15
94,19
95,23
96,23
97,19
98,22
99,20
100,18
