¦¸¼Æ,time
NCB
100,flows
1,0.10380100004840642
2,0.07935360004194081
3,0.05153709999285638
4,0.024036299902945757
5,0.07920270005706698
6,0.14526589994784445
7,0.036630599992349744
8,0.21532629989087582
9,0.35990909999236465
10,0.13616660004481673
11,0.13999679998960346
12,0.1475400000344962
13,0.17138660000637174
14,0.235139700002037
15,0.12250970001332462
16,0.09312580002006143
17,0.18631869996897876
18,0.16321819997392595
19,0.06902010005433112
20,0.03080379997845739
140,flows
1,0.3326801999937743
2,0.25963079999201
3,0.22678550006821752
4,0.08270230004563928
5,0.24384970008395612
6,0.42397610004991293
7,0.24886689998675138
8,0.3140552999684587
9,0.14692740002647042
10,0.3816993999062106
11,0.7097732999827713
12,0.2946782000362873
13,0.32307670009322464
14,0.3250482000876218
15,0.6130706999683753
16,0.16472320002503693
17,0.8501607000362128
18,0.41427359997760504
19,0.49731609993614256
20,0.1404575000051409
180,flows
1,0.35622700001113117
2,0.30144880001898855
3,0.15349880000576377
4,0.5753155999118462
5,0.2916410999605432
6,0.6842167000286281
7,0.40404510009102523
8,0.30420219991356134
9,0.6180456000147387
10,0.5088688000105321
11,1.8393396000610664
12,0.5471599000738934
13,1.2234392000827938
14,0.8384811000432819
15,1.2881851000711322
16,0.5654073000187054
17,0.8974577999906614
18,1.1219830000773072
19,0.32208499999251217
20,0.664997800020501
220,flows
1,1.1038689999841154
2,0.7872985999565572
3,1.1722078000893816
4,0.7287241999292746
5,0.5809073999989778
6,0.6159211000194773
7,0.4929520000005141
8,0.78360069997143
9,1.235994000104256
10,1.8087510999757797
11,2.292744499980472
12,0.7091286999639124
13,1.4195678000105545
14,1.523397900047712
15,1.1890802999259904
16,1.4796739000594243
17,0.7802224999759346
18,2.0943750999867916
19,0.9268806000472978
20,0.7765296999132261
260,flows
1,2.407965200021863
2,1.6333314999938011
3,2.5937626999802887
4,1.5675344000337645
5,1.4755157999461517
6,1.7305138999363407
7,2.31641990004573
8,2.1813795999623835
9,1.427136000012979
10,3.780564700020477
11,1.7496048000175506
12,2.0057261999463663
13,2.894095700001344
14,1.8761047000298277
15,1.7813768000341952
16,4.77081250003539
17,2.0549018998863176
18,2.2020491000730544
19,0.9871694999746978
20,1.3616063999943435
PB
100,flows
1,1.1598342000506818
2,1.0606563000474125
3,0.6957217000890523
4,0.6385420999722555
5,1.1604302000487223
6,0.9994209000142291
7,0.5953827999765053
8,1.352055500028655
9,2.240586500032805
10,0.855560400057584
11,1.171675799996592
12,2.8739248000783846
13,1.5220830000471324
14,2.457246800069697
15,1.4634570999769494
16,1.5085653000278398
17,1.6396680999314412
18,1.6507707999553531
19,1.1513431000057608
20,0.6240993000101298
140,flows
1,1.4126242999918759
2,1.2970675000688061
3,1.2952531999908388
4,1.4092401000671089
5,1.9813289999729022
6,2.9960198999615386
7,1.5947181999217719
8,2.1325822999933735
9,1.9424109000246972
10,3.9178834999911487
11,3.9615095000481233
12,3.0031604999676347
13,2.9211891999002546
14,3.7421795000554994
15,3.820696900016628
16,3.0438768999883905
17,3.996851700008847
18,2.9562854999676347
19,3.279082699911669
20,1.6923015000065789
180,flows
1,3.623331099981442
2,2.8878985999617726
3,2.0706840000348166
4,2.6707146000117064
5,2.5721224000444636
6,2.8633099999278784
7,2.151854599942453
8,2.743101100088097
9,5.08228119998239
10,3.606810500030406
11,7.29638299997896
12,3.863145700073801
13,4.512816300033592
14,4.436173600028269
15,6.500479599926621
16,4.456637300085276
17,4.431799699901603
18,5.516273000044748
19,2.6817134999437258
20,2.838328899932094
220,flows
1,9.257048900006339
2,3.5614188000326976
3,4.433405000017956
4,5.734742300002836
5,4.094285800005309
6,3.3548358000116423
7,3.0273652999894693
8,4.306398399989121
9,9.178926300024614
10,8.507865100051276
11,10.684819199959747
12,5.7771821999922395
13,10.007611899985932
14,8.535579600022174
15,6.444611199898645
16,7.994920299970545
17,4.64179379993584
18,10.148681999999098
19,5.3006661999970675
20,4.928285499918275
260,flows
1,12.077148200012743
2,9.157720200018957
3,7.313816900015809
4,7.034022400039248
5,6.184054799959995
6,7.978490700013936
7,7.590391100035049
8,11.360271500074305
9,10.501365300035104
10,9.907687500002794
11,9.23603330005426
12,13.911966599989682
13,8.806556000025012
14,10.219300900003873
15,9.910577300004661
16,18.560298700002022
17,13.019573199911974
18,9.39952199999243
19,5.843062500003725
20,6.296944799949415
STB
100,flows
1,1.2001101999776438
2,1.5049407000187784
3,1.3743381999665871
4,1.1697030999930575
5,1.8762913999380544
6,1.9886055999668315
7,0.9205482000252232
8,1.7993870000354946
9,3.520457200007513
10,1.3031935999169946
11,2.010416999924928
12,2.9707857999019325
13,2.364995199954137
14,3.1741915000602603
15,1.7977691000560299
16,2.1259652000153437
17,2.6847722000675276
18,3.2150245000375435
19,2.378789499984123
20,0.8652069999370724
140,flows
1,4.248154000029899
2,2.093383500003256
3,2.7528458000160754
4,1.879926599911414
5,2.8473952000495046
6,5.297710399958305
7,2.117602500016801
8,4.039759299950674
9,3.4178412000183016
10,5.554714999976568
11,6.986736000049859
12,5.085257100057788
13,4.927217499935068
14,4.037157299928367
15,7.129778600065038
16,3.8090669000521302
17,6.96544850000646
18,6.449528800090775
19,5.825368800084107
20,3.137981400010176
180,flows
1,8.107508099987172
2,4.558123400085606
3,3.9852712000720203
4,7.111327100079507
5,6.614347599912435
6,6.500400999910198
7,3.7710931000765413
8,6.410909499973059
9,9.602108500082977
10,7.486200799932703
11,10.486419399967417
12,7.393325599958189
13,9.775998400058597
14,11.010317599982955
15,15.701417200034484
16,8.252701100078411
