¦¸¼Æ,flows
NCB
100,flows
1,23
2,27
3,24
4,24
5,26
6,26
7,23
8,25
9,26
10,26
11,23
12,23
13,24
14,28
15,23
16,27
17,23
18,24
19,24
20,25
21,27
22,26
23,23
24,25
25,25
26,24
27,26
28,24
29,26
30,27
31,25
32,26
33,25
34,26
35,25
36,26
37,24
38,27
39,25
40,25
41,21
42,24
43,24
44,23
45,24
46,26
47,24
48,23
49,26
50,25
51,23
52,24
53,25
54,24
55,24
56,23
57,23
58,25
59,22
60,27
61,27
62,26
63,25
64,26
65,25
66,24
67,26
68,24
69,26
70,24
71,22
72,23
73,23
74,26
75,24
76,23
77,23
78,23
79,25
80,22
81,22
82,25
83,22
84,26
85,26
86,25
87,28
88,24
89,25
90,25
91,24
92,26
93,25
94,23
95,26
96,24
97,25
98,26
99,24
100,24
140,flows
1,28
2,28
3,26
4,28
5,29
6,26
7,29
8,28
9,30
10,27
11,24
12,24
13,29
14,25
15,27
16,27
17,28
18,27
19,27
20,26
21,30
22,26
23,28
24,27
25,27
26,28
27,28
28,29
29,26
30,25
31,28
32,30
33,26
34,28
35,29
36,27
37,27
38,29
39,29
40,28
41,27
42,26
43,28
44,28
45,23
46,29
47,26
48,29
49,26
50,29
51,25
52,28
53,29
54,26
55,27
56,30
57,27
58,28
59,28
60,27
61,26
62,26
63,28
64,30
65,25
66,27
67,27
68,26
69,26
70,29
71,27
72,28
73,27
74,27
75,24
76,27
77,28
78,28
79,31
80,29
81,28
82,29
83,28
84,28
85,27
86,25
87,27
88,26
89,30
90,26
91,26
92,29
93,29
94,30
95,28
96,25
97,28
98,26
99,29
100,27
180,flows
1,26
2,32
3,31
4,28
5,29
6,32
7,30
8,31
9,25
10,30
11,30
12,29
13,31
14,29
15,28
16,32
17,27
18,31
19,30
20,29
21,32
22,28
23,29
24,29
25,30
26,28
27,27
28,28
29,29
30,28
31,32
32,30
33,34
34,30
35,29
36,26
37,31
38,28
39,31
40,28
41,29
42,29
43,29
44,31
45,29
46,33
47,29
48,30
49,31
50,30
51,30
52,31
53,31
54,29
55,31
56,31
57,32
58,31
59,28
60,30
61,31
62,28
63,29
64,31
65,30
66,30
67,27
68,31
69,31
70,31
71,30
72,33
73,28
74,29
75,31
76,29
77,28
78,30
79,30
80,29
81,31
82,29
83,31
84,29
85,28
86,30
87,27
88,29
89,30
90,31
91,28
92,30
93,30
94,27
95,30
96,29
97,31
98,32
99,28
100,31
220,flows
1,31
2,32
3,34
4,33
5,28
6,28
7,32
8,33
9,28
10,32
11,31
12,35
13,33
14,31
15,30
16,32
17,33
18,29
19,29
20,35
21,31
22,30
23,31
24,30
25,33
26,32
27,31
28,31
29,30
30,33
31,29
32,31
33,31
34,31
35,32
36,28
37,31
38,32
39,30
40,32
41,32
42,33
43,30
44,31
45,32
46,33
47,33
48,30
49,33
50,30
51,27
52,30
53,31
54,32
55,31
56,31
57,31
58,33
59,28
60,32
61,32
62,31
63,31
64,33
65,34
66,33
67,31
68,33
69,32
70,31
71,31
72,29
73,31
74,30
75,33
76,30
77,31
78,32
79,33
80,30
81,33
82,30
83,32
84,29
85,32
86,35
87,32
88,33
89,32
90,32
91,31
92,30
93,30
94,33
95,29
96,30
97,31
98,30
99,32
100,34
260,flows
1,30
2,34
3,34
4,33
5,32
6,36
7,30
8,35
9,30
10,35
11,31
12,29
13,31
14,33
15,35
16,30
17,32
18,34
19,30
20,31
21,34
22,32
23,36
24,33
25,33
26,33
27,34
28,33
29,32
30,33
31,30
32,31
33,31
34,32
35,29
36,33
37,31
38,28
39,30
40,31
41,31
42,31
43,33
44,30
45,33
46,32
47,32
48,32
49,33
50,28
51,35
52,31
53,32
54,33
55,35
56,29
57,35
58,32
59,32
60,31
61,33
62,34
63,29
64,30
65,35
66,33
67,31
68,31
69,34
70,34
71,32
72,32
73,33
74,36
75,33
76,34
77,33
78,34
79,31
80,35
81,31
82,33
83,33
84,31
85,30
86,34
87,37
88,32
89,34
90,32
91,32
92,32
93,33
94,32
95,33
96,32
97,32
98,32
99,33
100,34
PB
100,flows
1,19
2,22
3,20
4,20
5,22
6,18
7,19
8,18
9,19
10,17
11,18
12,21
13,19
14,27
15,15
16,21
17,21
18,15
19,19
20,21
21,19
22,21
23,19
24,18
25,19
26,22
27,20
28,18
29,22
30,23
31,23
32,18
33,17
34,20
35,17
36,20
37,20
38,19
39,21
40,19
41,18
42,21
43,20
44,19
45,20
46,20
47,21
48,19
49,20
50,15
51,17
52,17
53,18
54,18
55,18
56,20
57,18
58,21
59,21
60,20
61,19
62,18
63,22
64,18
65,22
66,21
67,22
68,16
69,20
70,18
71,19
72,18
73,20
74,17
75,17
76,19
77,21
78,21
79,20
80,20
81,18
82,20
83,15
84,21
85,19
86,22
87,23
88,19
89,20
90,22
91,19
92,16
93,19
94,18
95,20
96,21
97,21
98,20
99,20
100,20
140,flows
1,21
2,23
3,22
4,19
5,21
6,18
7,18
8,20
9,22
10,22
11,16
12,21
13,19
14,17
15,25
16,19
17,24
18,21
19,20
20,20
21,23
22,20
23,22
24,20
25,20
26,21
27,19
28,22
29,21
30,17
31,23
32,19
33,20
34,21
35,21
36,20
37,24
38,18
39,22
40,20
41,21
42,20
43,21
44,23
45,19
46,21
47,21
48,22
49,19
50,21
51,20
52,20
53,22
54,21
55,20
56,23
57,22
58,20
59,22
60,21
61,21
62,23
63,24
64,21
65,20
66,19
67,20
68,21
69,20
70,21
71,19
72,25
73,21
74,19
75,21
76,20
77,18
78,19
79,22
80,20
81,23
82,20
83,22
84,20
85,22
86,21
87,20
88,22
89,19
90,19
91,22
92,18
93,17
94,22
95,22
96,20
97,24
98,24
99,19
100,22
180,flows
1,19
2,22
3,24
4,24
5,20
6,22
7,22
8,22
9,22
10,23
11,22
12,23
13,21
14,19
15,26
16,23
17,23
18,20
19,22
20,23
21,20
22,21
23,22
24,21
25,23
26,21
27,21
28,20
29,19
30,20
31,23
32,23
33,25
34,20
35,24
36,21
37,22
38,21
39,20
40,22
41,24
42,21
43,22
44,21
45,23
46,22
47,22
48,20
49,18
50,21
51,23
52,20
53,20
54,21
55,21
56,21
57,21
58,23
59,21
60,20
61,23
62,22
63,18
64,18
65,21
66,24
67,23
68,25
69,23
70,20
71,23
72,25
73,23
74,22
75,24
76,21
77,22
78,20
79,26
80,21
81,19
