¦¸¼Æ,flows
NCB
100,flows
82,30
83,31
84,27
85,29
86,32
87,33
88,33
89,28
90,25
91,32
92,28
93,23
94,28
95,31
96,36
97,26
98,29
99,36
100,30
220,flows
1,28
2,29
3,28
4,30
5,31
6,28
7,30
8,30
9,26
10,31
11,29
12,25
13,30
14,35
15,37
16,28
17,30
18,35
19,33
20,32
21,30
22,31
23,29
24,36
25,35
26,32
27,31
28,27
29,31
30,29
31,37
32,26
33,23
34,31
35,31
36,32
37,28
38,28
39,37
40,31
41,28
42,28
43,30
44,27
45,25
46,32
47,28
48,32
49,30
50,31
51,34
52,27
53,30
54,32
55,32
56,35
57,27
58,28
59,32
60,30
61,31
62,30
63,32
64,34
65,32
66,25
67,30
68,39
69,32
70,23
71,27
72,30
73,35
74,40
75,32
76,26
77,27
78,27
79,30
80,33
81,31
82,36
83,33
84,31
85,32
86,25
87,29
88,29
89,30
90,37
91,30
92,37
93,34
94,31
95,26
96,30
97,34
98,35
99,36
100,24
260,flows
1,21
2,32
3,36
4,30
5,38
6,28
7,31
8,33
9,32
10,32
11,30
12,28
13,32
14,36
15,41
16,36
17,34
18,28
19,33
20,27
21,33
22,35
23,27
24,31
25,30
26,31
27,28
28,28
29,37
30,29
31,29
32,34
33,28
34,34
35,32
36,29
37,31
38,30
39,30
40,33
41,35
42,31
43,27
44,33
45,37
46,27
47,32
48,34
49,29
50,35
51,36
52,30
53,34
54,30
55,32
56,29
57,30
58,32
59,31
60,32
61,28
62,30
63,35
64,23
65,31
66,33
67,29
68,30
69,35
70,29
71,30
72,27
73,33
74,32
75,29
76,34
77,30
78,33
79,35
80,33
81,28
82,29
83,34
84,33
85,24
86,33
87,38
88,28
89,26
90,30
91,33
92,34
93,36
94,30
95,33
96,35
97,32
98,35
99,29
100,33
STB
100,flows
1,29
2,28
3,30
4,25
5,23
6,29
7,27
8,24
9,32
10,27
11,24
12,28
13,27
14,24
15,21
16,25
17,26
18,26
19,28
20,25
21,25
22,26
23,28
24,26
25,27
26,23
27,26
28,26
29,25
30,24
31,26
32,24
33,26
34,25
35,24
36,24
37,26
38,28
39,29
40,27
41,23
42,23
43,19
44,25
45,28
46,23
47,26
48,24
49,28
50,26
51,22
52,30
53,27
54,22
55,27
56,28
57,25
58,28
59,28
60,23
61,28
62,25
63,24
64,27
65,27
66,29
67,28
68,28
69,25
70,26
71,24
72,25
73,25
74,25
75,24
76,27
77,22
78,25
79,20
80,26
81,30
82,23
83,27
84,25
85,24
86,27
87,27
88,29
89,26
90,27
91,26
92,27
93,25
94,26
95,24
96,26
97,27
98,26
99,28
100,30
140,flows
1,29
2,27
3,24
4,27
5,30
6,23
7,25
8,31
9,27
10,31
11,27
12,33
13,28
14,26
15,29
16,29
17,32
18,30
19,28
20,28
21,30
22,27
23,33
24,37
25,29
26,31
27,33
28,27
29,29
30,33
31,27
32,29
33,24
34,28
35,30
36,30
37,28
38,27
39,31
40,26
41,29
42,31
43,34
44,31
45,32
46,24
47,26
48,23
49,29
50,28
51,30
52,31
53,27
54,30
55,35
56,28
57,29
58,30
59,24
60,25
61,30
62,33
63,28
64,35
65,28
66,32
67,29
68,28
69,25
70,30
71,29
72,27
73,26
74,28
75,32
76,29
77,29
78,30
79,31
80,29
81,31
82,34
83,30
84,30
85,30
86,29
87,29
88,29
89,33
90,31
91,31
92,29
93,32
94,30
95,32
96,26
97,36
98,30
99,29
100,25
180,flows
1,31
2,38
3,26
4,31
5,33
6,31
7,35
8,33
9,36
10,35
11,28
12,31
13,31
14,30
15,35
16,31
17,32
18,30
19,31
20,37
21,36
22,29
23,35
24,29
25,31
26,33
27,31
28,30
29,29
30,32
31,38
32,38
33,33
34,38
35,31
36,32
37,28
38,30
39,34
40,28
41,32
42,32
43,32
44,35
45,33
46,30
47,32
48,33
49,33
50,29
51,31
52,30
53,32
54,34
55,35
56,34
57,32
58,33
59,33
60,32
61,30
62,29
63,32
64,34
65,32
66,28
67,30
68,33
69,34
70,31
71,36
72,33
73,31
74,31
75,32
76,32
77,29
78,39
79,29
80,34
81,32
82,31
83,34
84,31
85,40
86,33
87,35
88,31
89,27
90,34
91,36
92,29
93,32
94,31
95,33
96,33
97,35
98,30
99,31
100,33
220,flows
1,29
2,31
3,28
4,32
5,41
6,32
7,32
8,34
9,40
10,33
11,32
12,27
13,34
14,38
15,38
16,32
17,33
18,35
19,37
20,32
21,38
22,32
23,33
24,34
25,36
26,33
27,30
28,32
29,33
30,29
31,31
32,35
33,25
34,33
35,37
36,37
37,31
38,33
39,32
40,36
41,29
42,33
43,34
44,33
45,37
46,36
47,39
48,34
49,32
50,35
51,33
52,39
53,36
54,39
55,33
56,34
57,37
58,35
59,29
60,27
61,36
62,35
63,30
64,33
65,33
66,35
67,37
68,37
69,36
70,35
71,28
72,30
73,31
74,43
75,33
76,27
77,38
78,28
79,41
80,36
81,32
82,33
83,31
84,35
85,32
86,38
87,36
88,34
89,36
90,37
91,41
92,33
93,37
94,35
95,38
96,24
97,36
98,33
99,35
100,28
260,flows
1,36
2,32
3,37
4,32
5,37
6,34
7,38
8,33
9,38
10,36
11,35
12,37
13,39
14,34
15,42
16,37
17,37
18,32
19,37
20,29
21,35
22,30
23,39
24,31
25,31
26,42
27,34
28,37
29,42
30,41
31,34
32,35
33,39
34,41
35,31
36,39
37,32
38,36
39,36
40,33
41,37
42,27
43,33
44,34
45,34
46,34
47,34
48,33
49,38
50,33
51,35
52,39
53,34
54,40
55,33
56,35
57,37
58,41
59,38
60,34
61,36
62,31
63,34
64,41
65,35
66,32
67,35
68,36
69,37
70,32
71,35
72,31
73,39
74,39
75,41
76,32
77,38
78,40
79,37
80,40
81,29
82,29
83,36
84,36
85,37
86,34
87,35
88,31
89,32
90,40
91,26
92,37
93,33
94,35
95,35
96,33
97,36
98,36
99,36
100,36
JDPS
100,flows
1,29
2,28
3,29
4,24
5,26
6,28
7,22
8,24
9,30
10,25
11,29
12,27
13,29
14,26
15,28
16,24
17,27
18,25
19,28
20,27
21,31
22,22
23,22
24,28
25,25
26,29
27,28
28,27
29,23
30,24
31,25
32,23
33,30
34,27
35,24
36,22
37,29
38,31
39,27
40,27
41,25
42,27
43,28
44,25
45,27
46,27
47,30
48,21
49,31
50,25
51,25
52,23
53,25
54,26
55,32
56,26
57,30
58,29
59,30
60,25
61,26
62,23
63,26
64,30
65,27
66,28
67,28
68,28
69,29
70,26
71,24
72,24
73,26
74,27
75,20
76,26
77,25
78,26
79,24
80,27
81,26
82,26
83,28
84,25
85,27
86,29
87,28
88,28
89,27
90,28
91,28
92,26
93,27
94,26
95,26
96,28
97,31
98,24
99,28
100,23
140,flows
1,30
2,25
3,25
4,26
5,30
6,29
7,27
8,29
9,29
10,33
11,27
12,37
13,29
14,29
15,27
16,33
17,32
18,30
19,30
20,30
21,31
22,24
23,32
24,38
25,35
26,28
27,35
28,29
29,27
30,30
31,24
32,33
33,24
34,32
35,23
36,31
37,31
38,25
39,32
40,28
41,32
42,29
43,30
44,29
45,32
46,27
47,31
48,28
49,25
50,32
51,32
52,32
53,26
54,32
55,33
56,31
57,27
58,29
59,30
60,30
61,27
62,31
63,28
64,35
65,34
66,29
67,32
68,30
69,29
70,30
71,33
72,26
73,31
74,31
75,35
76,30
77,31
78,34
79,34
80,31
81,26
82,29
83,31
84,30
85,31
86,33
87,26
88,28
89,26
90,30
91,32
92,32
93,31
94,24
95,31
96,25
97,34
98,31
99,35
100,30
180,flows
1,32
2,32
3,32
4,28
5,32
6,33
7,34
8,35
9,33
10,33
11,30
12,30
13,31
14,33
15,36
16,30
17,38
18,27
19,36
20,39
21,35
22,33
23,36
24,34
25,31
26,34
27,33
28,28
29,34
30,33
31,39
32,36
33,31
34,39
35,32
36,35
37,30
38,35
39,31
40,33
41,32
42,40
43,33
44,32
45,31
46,33
47,30
48,38
49,31
50,36
51,32
52,30
53,33
54,36
55,35
56,33
57,32
58,35
59,36
60,33
61,27
62,30
63,33
64,35
65,36
66,38
67,33
68,36
69,32
70,32
71,31
72,35
73,35
74,33
75,34
76,33
77,35
78,37
79,32
80,33
81,38
82,35
83,32
84,27
85,34
86,34
87,34
88,38
89,30
90,36
91,32
92,35
93,32
94,34
95,34
96,38
97,28
98,31
99,33
100,29
220,flows
1,33
2,42
3,31
4,35
5,35
6,33
7,36
8,31
9,36
10,35
11,32
12,33
13,37
14,34
15,36
16,35
17,34
18,36
19,33
20,35
21,35
22,34
23,35
24,33
25,33
26,37
27,33
28,31
29,33
30,34
31,40
32,35
33,31
34,35
35,37
36,37
37,41
38,36
39,34
40,35
41,40
42,38
43,35
44,37
45,36
46,37
47,36
48,35
49,34
50,41
51,38
52,32
53,40
54,39
55,39
56,34
57,38
58,38
59,32
60,34
61,37
62,36
63,36
64,36
65,36
66,35
67,40
68,39
69,38
70,35
71,34
72,33
73,39
74,39
75,33
76,33
77,34
78,34
79,40
80,38
81,31
82,37
83,37
84,32
85,34
86,38
87,33
88,35
89,35
90,34
91,37
92,33
93,37
94,37
95,44
96,35
97,35
98,34
99,37
100,34
260,flows
1,32
2,36
3,37
4,37
5,35
6,37
7,37
8,35
9,42
10,39
11,29
12,35
13,32
14,36
15,40
16,37
17,38
18,37
19,27
20,32
21,34
22,37
23,37
24,37
25,38
26,44
27,36
28,36
29,43
30,37
31,37
32,40
33,42
34,37
35,38
36,43
37,39
38,33
39,38
40,34
41,37
42,33
43,40
44,40
45,35
46,39
47,34
48,34
49,31
50,37
51,42
52,40
53,31
54,44
55,38
56,34
57,38
58,39
59,35
60,31
61,33
62,36
63,38
64,33
65,36
66,34
67,38
68,38
69,35
70,43
71,38
72,35
73,37
74,36
75,37
76,41
77,43
78,40
79,36
80,35
81,35
82,41
83,39
84,37
85,38
86,38
87,38
88,39
89,35
90,33
91,40
92,38
93,34
94,38
95,33
96,35
97,34
98,32
99,39
100,36
FS
100,flows
1,24
2,25
3,27
4,24
5,24
6,26
7,23
8,22
9,32
10,28
11,23
12,24
13,25
14,20
15,24
16,26
17,26
18,27
19,28
20,23
21,27
22,22
23,26
24,23
25,25
26,21
27,27
28,27
29,26
30,24
31,25
32,24
33,25
34,25
35,23
36,25
37,26
38,29
39,29
40,23
41,24
42,22
43,20
44,26
45,26
46,27
47,22
48,25
49,28
50,25
51,20
52,30
53,28
54,24
55,28
56,26
57,24
58,28
59,26
60,24
61,27
62,28
63,23
64,26
65,24
66,27
67,27
68,26
69,23
70,25
71,22
72,27
73,26
74,25
75,25
76,25
77,24
78,23
79,26
80,26
81,26
82,21
83,25
84,24
85,29
86,23
87,27
88,24
89,27
90,28
91,25
92,25
93,26
94,26
95,19
96,27
97,27
98,25
99,29
100,28
140,flows
1,27
2,26
3,25
4,26
5,28
6,22
7,28
8,29
9,25
10,30
11,27
12,32
13,28
14,24
15,25
16,29
17,33
18,26
19,28
20,24
21,33
22,30
23,32
24,32
25,27
26,31
27,30
28,27
29,30
30,31
31,27
32,29
33,24
34,32
35,30
36,28
37,30
38,24
39,29
40,30
41,31
42,34
43,32
44,26
45,29
46,23
47,29
48,23
49,26
50,28
51,25
52,32
53,30
54,27
55,32
56,27
57,31
58,30
59,27
60,26
61,33
62,32
63,27
64,34
65,32
66,30
67,29
68,31
69,26
70,31
71,31
72,29
73,27
74,26
75,28
76,28
77,30
78,27
79,30
80,28
81,32
82,34
83,31
84,28
85,29
86,29
87,30
88,27
89,32
90,30
91,29
92,30
93,33
94,31
95,35
96,25
97,33
98,26
99,28
100,28
180,flows
1,29
2,34
3,32
4,30
5,31
6,34
7,38
8,35
9,38
10,33
11,28
12,30
13,30
14,30
15,31
16,30
17,30
18,30
19,27
20,29
21,37
22,31
23,40
24,25
25,35
26,33
27,27
28,34
29,33
30,32
31,35
32,36
33,32
34,37
35,31
36,35
37,28
38,27
39,34
40,29
41,32
42,31
43,34
44,33
45,30
46,32
47,31
48,34
49,33
50,31
51,36
52,32
53,30
54,31
55,34
56,32
57,29
58,31
59,33
60,31
61,33
62,33
63,30
64,31
65,32
66,33
67,26
68,33
69,35
70,33
71,36
72,31
73,31
74,31
75,30
76,29
77,29
78,35
79,24
80,35
81,37
82,35
83,36
84,31
85,38
86,30
87,33
88,32
89,26
90,35
91,34
92,31
93,27
94,30
95,34
96,30
97,34
98,29
99,33
100,27
220,flows
1,32
2,30
3,28
4,32
5,40
6,34
7,33
8,32
9,36
10,33
11,31
12,32
13,32
14,36
15,38
16,32
17,34
18,35
19,38
20,35
21,34
22,32
23,39
24,33
25,35
26,29
27,34
28,33
29,32
30,30
31,30
32,35
33,31
34,35
35,35
36,29
37,35
38,35
39,27
40,36
41,31
42,33
43,30
44,27
45,29
46,37
47,30
48,31
49,31
50,34
51,34
52,27
53,37
54,24
55,33
56,34
57,34
58,29
59,28
60,30
61,36
62,38
63,30
64,35
65,31
66,30
67,36
68,34
69,35
70,36
71,30
72,28
73,33
74,41
75,33
76,32
77,35
78,29
79,31
80,29
81,33
82,33
83,31
84,35
85,35
86,30
87,36
88,33
89,35
90,35
91,36
92,37
93,38
94,36
95,38
96,27
97,33
98,29
99,36
100,35
260,flows
1,26
2,39
3,31
4,37
5,41
6,34
7,35
8,32
9,35
10,33
11,31
12,39
13,41
14,32
15,41
16,35
17,38
18,39
19,32
20,29
21,34
22,31
23,34
24,32
25,34
26,45
27,32
28,36
29,35
30,35
31,30
32,30
33,37
34,34
35,36
36,36
37,39
38,32
39,37
40,30
41,35
42,37
43,30
44,26
45,44
46,28
47,33
48,37
49,32
50,35
51,34
52,39
53,36
54,36
55,37
56,30
57,34
58,35
59,41
60,34
61,33
62,33
63,27
64,35
65,29
66,34
67,35
68,35
69,37
70,34
71,36
72,32
73,40
74,33
75,36
76,39
77,40
78,39
79,42
80,38
81,33
82,29
83,37
84,40
85,36
86,33
87,24
88,35
89,33
90,40
91,32
92,33
93,30
94,35
95,38
96,33
97,38
98,38
99,31
100,37
