¦¸¼Æ,flows
NCB
100,flows
1,0.015982400000211783
2,0.01573590000043623
3,0.015790699995704927
4,0.016371600002457853
5,0.016214600000239443
6,0.014563199998519849
7,0.017018099999404512
8,0.01630970000405796
9,0.016761200000473764
10,0.015377599993371405
11,0.014037100001587532
12,0.01457970000046771
13,0.014580200004274957
14,0.014607900004193652
15,0.01591259999986505
16,0.01478309999947669
17,0.01380090000020573
18,0.013936800001829397
19,0.014344199997140095
20,0.015678400006436277
21,0.015574900004139636
22,0.014697699996759184
23,0.017280899999605026
24,0.016589400001976173
25,0.01523559999623103
26,0.015166999997745734
27,0.015094200003659353
28,0.017472799998358823
29,0.01605520000157412
30,0.014624700001149904
31,0.014357400003063958
32,0.015898999998171348
33,0.013649200001964346
34,0.025466999999480322
35,0.014729499998793472
36,0.014545699996233452
37,0.014061599998967722
38,0.014914599996700417
39,0.014121899999736343
40,0.013869300004444085
41,0.01577730000281008
42,0.014967700000852346
43,0.017566100003023166
44,0.014717300000484101
45,0.014888599995174445
46,0.015097700001206249
47,0.015795100000104867
48,0.013803300003928598
49,0.015752400002384093
50,0.014858399998047389
51,0.016158800004632212
52,0.01578000000154134
53,0.01488460000109626
54,0.014013399995747022
55,0.015530199998465832
56,0.014793800000916235
57,0.015582299995003268
58,0.015126499994948972
59,0.016282699994917493
60,0.017692399997031316
61,0.017650400004640687
62,0.014157599995087367
63,0.0140867999944021
64,0.015476699998544063
65,0.014554199995473027
66,0.014115100006165449
67,0.014372799996635877
68,0.015894299998763017
69,0.014520199998514727
70,0.014452499999606516
71,0.014829699997790158
72,0.014800899996771477
73,0.014469800000370014
74,0.01503979999688454
75,0.016342399998393375
76,0.016821400000480935
77,0.015065500003402121
78,0.01589570000214735
79,0.013675000001967419
80,0.013833899996825494
81,0.015137100002903026
82,0.014566199999535456
83,0.014835800000582822
84,0.014319299996714108
85,0.01394070000242209
86,0.015330300004279707
87,0.013919799996074289
88,0.015413300003274344
89,0.014484799998172093
90,0.014893200001097284
91,0.015289499999198597
92,0.01474410000082571
93,0.015524700000241864
94,0.015957199997501448
95,0.01550400000269292
96,0.014717199999722652
97,0.014027099998202175
98,0.01808100000198465
99,0.014848099999653641
100,0.015507199997955468
140,flows
1,0.023041600004944485
2,0.024885700004233513
3,0.026370600004156586
4,0.023683799998252653
5,0.022207599999092054
6,0.022678400004224386
7,0.028120999995735474
8,0.02246460000606021
9,0.025265500000386965
10,0.023272200000064913
11,0.024231800001871306
12,0.021573000005446374
13,0.022977100001298822
14,0.023119500001484994
15,0.023510400002123788
16,0.02368360000400571
17,0.021526500000618398
18,0.02169570000114618
19,0.022584400001505855
20,0.02460599999903934
21,0.02189590000489261
22,0.02444370000011986
23,0.02619060000142781
24,0.024973599996883422
25,0.025064900000870693
26,0.023061100000631995
27,0.023616099999344442
28,0.02311599999666214
29,0.024143399998138193
30,0.023609900003066286
31,0.022693600003549363
32,0.022318800001812633
33,0.022311200002150144
34,0.021948499997961335
35,0.023377500001515727
36,0.022028300001693424
37,0.021534499996050727
38,0.021645200002240017
39,0.02281550000043353
40,0.025204100005794317
41,0.02225170000019716
42,0.02342829999543028
43,0.027320299996063113
44,0.02168849999725353
45,0.020037099995533936
46,0.022478099999716505
47,0.021548500000790227
48,0.021632800002407748
49,0.022577800002181903
50,0.02610830000048736
51,0.02317060000495985
52,0.022598300005483907
53,0.02210660000127973
54,0.022722000001522247
55,0.022332599997753277
56,0.022161999993841164
57,0.021409200002381112
58,0.02352959999552695
59,0.02683690000412753
60,0.02507280000281753
61,0.022163699999509845
62,0.025705799998831935
63,0.022232199997233693
64,0.02242600000317907
65,0.02333389999694191
66,0.02281290000246372
67,0.023388299996440765
68,0.02199069999915082
69,0.022407000004022848
70,0.02163719999953173
71,0.022408600001654122
72,0.02269969999906607
73,0.025582700000086334
74,0.021612000004097354
75,0.021629000002576504
76,0.024802400002954528
77,0.02099859999725595
78,0.02330470000015339
79,0.023567899996123742
80,0.022286200000962708
81,0.021539400004257914
82,0.02514260000316426
83,0.022650300001259893
84,0.02427509999688482
85,0.022731799996108748
86,0.04103110000141896
87,0.023074099997757003
88,0.023462899996957276
89,0.02373259999876609
90,0.023544800002127886
91,0.02275789999839617
92,0.02539190000243252
93,0.02335470000252826
94,0.02190629999677185
95,0.022139000000606757
96,0.02173639999818988
97,0.021530300000449643
98,0.02344499999890104
99,0.02253529999870807
100,0.02073720000043977
180,flows
1,0.034844899993913714
2,0.03317290000268258
3,0.03221250000206055
4,0.032518500003789086
5,0.035096299994620495
6,0.03234520000114571
7,0.03339129999949364
8,0.03276699999696575
9,0.03009089999977732
10,0.032410200001322664
11,0.030612700000347104
12,0.032236099999863654
13,0.03129429999535205
14,0.030018099998414982
15,0.03195609999966109
16,0.030821100001048762
17,0.036610299997846596
18,0.02997200000390876
19,0.031118300001253374
20,0.03121419999661157
21,0.03471279999939725
22,0.03111460000218358
23,0.034217500004160684
24,0.03244809999887366
25,0.030036099997232668
26,0.030826199996226933
27,0.03386399999726564
28,0.030118200003926177
29,0.03179929999896558
30,0.03206760000466602
31,0.03274029999738559
32,0.030980399998952635
33,0.02822079999896232
34,0.029685900000913534
35,0.0324181000032695
36,0.029942799999844283
37,0.044788200000766665
38,0.030353800000739284
39,0.03222200000163866
40,0.030484399998385925
41,0.030753299994103145
42,0.030783900001551956
43,0.03223460000299383
44,0.0333669000028749
45,0.03225150000071153
46,0.030073100002482533
47,0.029213699999672826
48,0.030832799995550886
49,0.03423569999722531
50,0.03130509999755304
51,0.030099600000539795
52,0.029999600003066007
53,0.02965309999854071
54,0.031737600002088584
55,0.03189260000362992
56,0.02970370000548428
57,0.03149670000129845
58,0.029170500005420763
59,0.03661409999767784
60,0.03410789999907138
61,0.032114699999510776
62,0.03351430000475375
63,0.029916399995272513
64,0.031619100001989864
65,0.031530099993688054
66,0.031993099997635
67,0.03007199999410659
68,0.030728300000191666
69,0.030222100001992658
70,0.03055579999636393
71,0.03077569999732077
72,0.029201299999840558
73,0.030380399999557994
74,0.030300899998110253
75,0.03215490000002319
76,0.030523099994752556
77,0.03447240000241436
78,0.028971699997782707
79,0.03122859999712091
80,0.032308699999703094
81,0.03315699999802746
82,0.03135780000593513
83,0.031684800000221
84,0.03206270000373479
85,0.033070000004954636
86,0.029400899999018293
