¦¸¼Æ,time
NCB
100,flows
1,0.37648830004036427
2,0.6568881999701262
3,0.14871959993615746
4,0.27289949997793883
5,0.4018481000093743
6,0.24341510003432631
7,0.40246690006460994
8,0.2461285999743268
9,0.38562760001514107
10,0.23591779998969287
11,0.26932999992277473
12,0.1644794000312686
13,0.13733239995781332
14,0.20495259994640946
15,0.4206813999917358
16,0.13766850007232279
17,0.18715239991433918
18,0.3623551999917254
19,0.44412400003056973
20,0.4690821000840515
140,flows
1,0.4731675999937579
2,1.1806173999793828
3,0.48591859999578446
4,1.0914754000259563
5,1.1145967999473214
6,1.543429399956949
7,1.1267146000172943
8,0.696860900032334
9,0.4468149000313133
10,1.4881509999977425
11,0.9218160000164062
12,0.8122545999940485
13,0.6209195000119507
14,0.5143199999583885
15,0.6188721000216901
16,0.4248096999945119
17,1.1923368000425398
18,0.9644163000630215
19,0.9300440000370145
20,0.9517654000082985
180,flows
1,1.3617026000283659
2,1.857056099921465
3,1.6626203999621794
4,0.8156883999472484
5,2.280866499990225
6,2.0008166999323294
7,1.4780343000311404
8,1.4837319999933243
9,1.4004488999489695
10,2.0653921000193805
11,1.452437200001441
12,1.5729148000245914
13,1.3796131000854075
14,1.2061470999615267
15,0.982634500018321
16,1.0991113999625668
17,2.1136259000049904
18,2.5405722999712452
19,2.2531784999882802
20,1.8146195999579504
220,flows
1,2.432656400022097
2,3.9815945000154898
3,2.099785700091161
4,2.9054393001133576
5,4.186645200010389
6,3.9228635999606922
7,3.219115599989891
8,2.7790312999859452
9,2.3229117000009865
10,6.69872280000709
11,1.3749399000080302
12,3.1615605000406504
13,3.334801599965431
14,3.737578099942766
15,4.097005599993281
16,2.39567670004908
17,5.229785199975595
18,2.9700458000879735
19,2.367835900047794
20,3.7523401000071317
260,flows
1,5.267519499990158
2,5.250181199982762
3,5.004515600041486
4,4.536979399970733
5,7.744339899974875
6,5.991136500029825
7,3.3187987999990582
8,2.9391144000692293
9,7.909580299980007
10,6.158520000055432
11,4.656499800039455
12,3.0435887998901308
13,5.776757100014947
14,3.2179858000017703
15,5.5283379999455065
16,2.2404295000014827
17,8.787516099982895
18,8.215663900016807
19,8.593397399992682
20,4.8211560000199825
PB
100,flows
1,2.1639155000448227
2,4.573217800003476
3,1.010316799976863
4,1.7354419000912458
5,2.6573100000387058
6,1.696603300049901
7,2.8185949999606237
8,1.1488382000243291
9,1.899505100096576
10,2.2995504999998957
11,1.6941100999247283
12,1.4947427000151947
13,1.0677893999963999
14,1.3179026000434533
15,1.826790599967353
16,1.2650142000056803
17,1.7222970000002533
18,2.256163500016555
19,1.949779300019145
20,3.038825499941595
140,flows
1,3.098438399960287
2,5.573489100090228
3,2.190313099999912
4,3.3707044000038877
5,4.39889250008855
6,6.050417800084688
7,5.025871500023641
8,2.668472000048496
9,2.476917600026354
10,4.808738699997775
11,3.420286100008525
12,4.157047600019723
13,2.410858300048858
14,3.0143280000193045
15,2.87359870004002
16,2.3722860999405384
17,3.840303699951619
18,5.808804200030863
19,4.181098700035363
20,4.621410600026138
180,flows
1,4.208033000002615
2,9.76305109995883
3,5.370715200086124
4,4.742075499962084
5,7.142073900089599
6,6.942305300035514
7,4.7190419000107795
8,6.907095900038257
9,5.276945799938403
10,8.401738799992017
11,5.6630937999580055
12,5.6652959999628365
13,4.447220399975777
14,4.476043300004676
15,5.716109100030735
16,3.950810299953446
17,9.782917600008659
18,9.152301999973133
19,9.315877499990165
20,7.869688100065105
220,flows
1,7.982603400014341
2,11.011696800007485
3,7.696585199912079
4,6.262288499972783
5,14.8821798999561
6,11.246120100026019
7,10.359679399989545
8,11.998699399991892
9,8.022847300046124
10,17.505609799991362
11,6.18769550009165
12,8.350872399983928
13,9.923138799960725
14,9.423692499985918
15,11.296242199954577
16,11.221534700016491
17,15.680281499982812
18,10.83086300001014
19,9.673663299996406
20,15.633016400039196
260,flows
1,14.279837399953976
2,13.202388600097038
3,15.12533439998515
4,12.933459800085984
5,23.400117599987425
6,19.895166700007394
7,13.133530599996448
8,15.125418500043452
9,19.780281299958006
10,19.534938200027682
11,12.653076899936423
12,10.946643900009803
13,11.203964299988002
14,10.928667500033043
15,16.586360199959017
16,7.4063833999680355
17,17.172090300009586
18,17.312191599979997
19,21.20453049999196
20,16.68809930002317
STB
100,flows
1,3.685695299995132
2,5.032962700002827
3,1.887762499973178
4,2.607158300001174
5,5.69974509999156
6,3.024395600077696
7,4.336465900065377
8,2.228882999974303
9,2.6365431000012904
10,5.213084000046365
11,2.946509000030346
12,1.736951099941507
13,2.1129679000005126
14,2.8029536999529228
15,3.6139555000700057
16,2.8365552000468597
17,2.272869799984619
18,5.479725199984387
19,3.795237399986945
20,6.368642700021155
140,flows
1,5.324648799956776
2,8.5303917999845
3,4.443094699992798
4,9.526767199975438
5,8.979431199957617
6,11.341150099993683
7,10.262589299934916
8,5.911252599908039
9,4.949985399958678
10,8.845709300017916
11,8.493910299963318
12,8.949321499909274
13,4.233930799993686
14,4.375746099976823
15,5.5224960000487044
16,4.869873799965717
17,5.797852599993348
18,11.039704800001346
19,7.927639300003648
20,10.03776450001169
180,flows
1,10.532238000072539
2,16.821916299988516
3,11.389410199946724
4,11.471319400006905
5,14.882916199974716
6,15.75084260001313
7,18.762213499983773
8,13.352438199915923
9,11.389451999915764
10,18.186759900068864
11,12.738653599983081
12,13.372161300037988
13,12.450091399950907
14,10.290771599975415
15,11.400995599920861
16,11.048570699989796
17,20.685357599984854
18,20.43034910003189
19,17.015869399998337
20,16.160178799997084
220,flows
1,20.020008700084873
