¦¸¼Æ,time
NCB
100,flows
1,0.13513600000442239
2,0.24142890000075568
3,0.20637929999793414
4,0.16148290000273846
5,0.16406650000135414
6,0.07056159999774536
7,0.06512490000022808
8,0.5452174999954877
9,0.1813685999950394
10,0.06057200000213925
11,0.09223789999668952
12,0.06959250000363681
13,0.058337599999504164
14,0.135272100000293
15,0.183061000003363
16,0.28452300000208197
17,0.23898089999420336
18,0.10657689999789
19,0.10094150000077207
20,0.11613379999471363
140,flows
1,0.42927729999792064
2,0.35041540000383975
3,0.3507196999998996
4,0.23170309999841265
5,0.4387713999967673
6,0.2714877000034903
7,0.3212836000020616
8,0.18890269999974407
9,1.1297236999962479
10,0.33139980000123614
11,0.5373221000045305
12,0.26546500000404194
13,0.2668760000015027
14,0.5207643000030657
15,0.5488292999943951
16,0.45145249999768566
17,0.2924381000048015
18,0.5303179999973509
19,0.4541797000056249
20,0.8307322999971802
180,flows
1,0.5477714000007836
2,0.6989109000060125
3,0.679356499997084
4,0.7009175999992294
5,0.6414864000034868
6,0.2834870999940904
7,0.7704798999984632
8,1.0487034999969183
9,1.259391500003403
10,0.6972448000014992
11,0.6089504999981727
12,0.6608348000008846
13,1.1030782000016188
14,1.0791568999993615
15,0.9446119999993243
16,0.38493190000008326
17,0.7269502999988617
18,0.6209372000012081
19,1.3476998999976786
20,0.5917660999984946
220,flows
1,1.3359617999958573
2,1.5116428000037558
3,1.269260300003225
4,1.8191727999947034
5,0.35828439999750117
6,1.2936737999989418
7,1.5456632999994326
8,1.779756100004306
9,1.7050258999952348
10,0.7080761999968672
11,3.1176482000009855
12,1.0713298999980907
13,0.5986283000020194
14,2.445989499996358
15,2.1773680000042077
16,1.1327120999994804
17,1.4379515999971773
18,1.3618003000010503
19,2.741149500005122
20,1.487223800002539
260,flows
1,2.1623961000004783
2,1.702175200000056
3,3.9002389000015683
4,2.9639889000027324
5,0.9870387999981176
6,1.418100399998366
7,3.2772546999985934
8,3.6116490999993403
9,2.3201181999975233
10,1.8340796999982558
11,2.8095175999987987
12,3.6078183999998146
13,3.541296199997305
14,1.9969353999986197
15,2.8313476000039373
16,4.392604000000574
17,5.057278499996755
18,2.910498600002029
19,2.4219522999992478
20,1.1608562999972492
PB
100,flows
1,1.6299211000005016
2,1.7697879999977886
3,1.6057203999953344
4,1.0951423000005889
5,1.3585317000033683
6,1.4823094000021229
7,1.6482251999987056
8,2.5176866999972844
9,1.875676099996781
10,1.0583059999989928
11,1.2669514000008348
12,1.4654914999991888
13,1.2305788000012399
14,1.3106607000008808
15,1.2870965999973123
16,1.4934597000028589
17,1.5787736999991466
18,1.206761400004325
19,1.580417099998158
20,1.3201887000032002
140,flows
1,2.5032113999986905
2,2.233508500001335
3,3.195168199999898
4,3.0133937999999034
5,3.7765551999982563
6,1.9221513999946183
7,2.8202730000048177
8,2.6374577000024146
9,4.770838600001298
10,3.2996944000042276
11,3.3527181999961613
12,2.99215820000245
13,3.0787510000009206
14,2.2782520999971894
15,2.7437715999985812
16,3.4181253999995533
17,2.8162388000055216
18,3.624651099999028
19,3.7923044999988633
20,3.203785500001686
180,flows
1,3.770693599995866
2,5.075013999994553
3,5.726962599997933
4,4.664965799995116
5,4.43174739999813
6,3.9604369000007864
7,6.494043200000306
8,5.441926599996805
9,6.0974308000004385
10,5.470046700000239
11,5.282618500001263
12,5.155388099999982
13,6.435243200001423
14,6.097672099996998
15,4.713185500004329
16,4.1590027999991435
17,5.531960500004061
18,4.831846400003997
19,5.055905100001837
20,4.397368199999619
220,flows
1,6.595156499999575
2,6.9407685000041965
3,8.568494400002237
4,5.9683108999961405
5,4.80841849999706
6,7.287723800000094
7,6.083215799997561
8,7.695747500001744
9,8.67369509999844
10,6.473844600004668
11,11.917401500002597
12,5.910466599998472
13,7.020876899994619
14,9.68010250000225
15,7.973901500001375
16,6.820838300001924
17,8.124711500000558
18,7.810445899995102
19,12.204862699996738
20,8.645343500000308
260,flows
1,11.899955999993836
2,10.712890199996764
3,16.54467470000236
4,11.210895000003802
5,6.194216399999277
6,8.058446100003493
7,11.07840479999868
8,11.824336500001664
9,13.089441900003294
10,10.468389699999534
11,13.336059100001876
12,12.929818100004923
13,11.435725399998773
14,9.754501999996137
15,13.722004400005972
16,11.292942200001562
17,18.406272499996703
18,12.294828300000518
19,15.965561800003343
20,8.168652300002577
STB
100,flows
1,2.176704700003029
2,2.0705264000062016
3,2.322356899996521
4,2.017261499997403
5,2.336434899996675
6,1.7600446999931592
7,1.905965300000389
8,2.9543151000034413
9,2.160159699997166
10,2.3020624999990105
11,2.6509246999994502
12,2.2013009000002057
13,1.7997472999995807
14,2.3335834000026807
15,2.1851162999955704
16,2.933629099999962
17,2.798723100000643
18,2.3139930999968783
19,1.5084665000031237
20,1.7592331999985618
140,flows
1,4.954054499998165
2,4.009212400000251
3,5.009019500001159
4,3.0212906999950064
5,8.344725900002231
6,4.760791000000609
7,4.583379800002149
8,3.4694643999973778
9,8.843405899999198
10,5.18931639999937
11,5.64579539999977
12,5.0966098999997484
13,4.184587900002953
14,4.670542699997895
15,4.351998899997852
16,7.0188481000004685
17,4.023829400000977
18,6.636412600004405
19,6.9474161000034655
20,5.143545899998571
180,flows
1,8.727960500000336
2,9.195115100003022
3,11.560410799997044
4,8.974628299998585
5,7.37275370000134
6,8.34092149999924
7,9.261391100000765
8,9.665767200000118
9,12.466982099998859
10,12.396873100005905
11,8.467112899998028
12,8.971499400002358
13,14.01002879999578
14,10.76477259999956
15,10.595085499997367
16,7.752815299994836
17,10.47309580000001
